Date,Sent Amount,Sent Currency,Received Amount,Received Currency,Fee Amount,Fee Currency,Net Worth Amount,Net Worth Currency,Label,Description,TxHash
2021-06-22 09:25:40,,,11.005985,OSMO,0.0035,OSMO,,,staking,,2F6811B36738B3912F4E43E60BEF39D5B1AF404251572F0C24DD3BE0B7FF165E-0
2021-06-20 08:12:51,1.868261,ATOM,10.332169,OSMO,0.0105,OSMO,,,,,8486FDC4B2660CF48258B91738524B5FE9B5B1A39C349D4EE43DD7758C976B01-0
2021-06-20 08:11:43,217.882799,AKT,,,0.00875,OSMO,,,,liquidity pool deposit,2933D057C90BEDC8A72EDA3B07CCB3720826777C8518074EFEC4A872F187E13E-0
2021-06-20 08:11:43,28.314681,ATOM,,,,,,,,liquidity pool deposit,2933D057C90BEDC8A72EDA3B07CCB3720826777C8518074EFEC4A872F187E13E-0
2021-06-20 08:11:06,20.0,ATOM,79.091015,AKT,0.0075,OSMO,,,,,9DEFA79E0A39487CBDC1CE78171F75A8D58C2F6E0ABB31EC67995ACEF5C9FAAB-0
2021-06-20 08:09:06,280.0,OSMO,50.182942,ATOM,0.0105,OSMO,,,,,69378D9C2AF948C844B44804D65FC3C7CF8B3EAD53351A7DDAB54EDD4DF7661C-0
2021-06-20 08:07:11,,,138.783192,AKT,,,,,,liquidity pool withdraw,007D06037301DC099005CC304CDD8DE0BD1B96D6174E3BA914603D765C6A30A2-0
2021-06-20 08:07:11,,,179.658256,OSMO,,,,,,liquidity pool withdraw,007D06037301DC099005CC304CDD8DE0BD1B96D6174E3BA914603D765C6A30A2-0
2021-06-19 22:16:27,60.799999,AKT,,,0.00875,OSMO,,,,liquidity pool deposit,6020D18DB3AFD3F288A3463AE26E9EF120004E0DDE676BB6510285B923C15333-0
2021-06-19 22:16:27,61.300381,OSMO,,,,,,,,liquidity pool deposit,6020D18DB3AFD3F288A3463AE26E9EF120004E0DDE676BB6510285B923C15333-0
2021-06-19 22:15:50,50.0,OSMO,49.758725,AKT,0.0075,OSMO,,,,,BCDD25DF916799B8C66F2D50ADFC3D113FFBE48F1BE3B9E8AAFA7CE459857D89-0
2021-06-19 22:11:09,,,101.961008,OSMO,0.00625,OSMO,,,staking,,B645E695148F9E8C1396554710EFA710C19310C942D3BB4F2E3613812E8E73E9-0
2021-06-19 22:09:54,,,101.961008,OSMO,0.00625,OSMO,,,staking,,068A5E8F8697A1BB0D56EDB6A6EAB478E7606636AFEFF0E81BC529A82E154D11-0
2021-06-19 22:09:54,99.313989,AKT,,,0.00625,OSMO,,,,liquidity pool deposit,068A5E8F8697A1BB0D56EDB6A6EAB478E7606636AFEFF0E81BC529A82E154D11-0
2021-06-19 22:09:54,93.929599,OSMO,,,,,,,,liquidity pool deposit,068A5E8F8697A1BB0D56EDB6A6EAB478E7606636AFEFF0E81BC529A82E154D11-0
2021-06-19 22:08:01,,,101.961008,OSMO,0.0075,OSMO,,,staking,,660346F3D2794AF6C2F92C2B1D22A971B40C08D511882D7A630F9439B4FF6813-0
2021-06-19 22:08:01,101.949008,OSMO,110.363896,AKT,0.0075,OSMO,,,,,660346F3D2794AF6C2F92C2B1D22A971B40C08D511882D7A630F9439B4FF6813-0
